deltaTime	endTimeStep
3600		43800
8343	-6.13609066105289
8344	-6.13982700689445
8345	-6.14355269235136
8346	-6.14726766270787
8347	-6.15097186337470
8348	-6.15466523989094
8349	-6.15834773792577
8350	-6.16201930328038
8351	-6.16567988188973
8352	-6.16932941982440
8353	-6.17296786329245
8354	-6.17659515864119
8355	-6.18021125235902
8356	-6.18381609107726
8357	-6.18740962157192
8358	-6.19099179076550
8359	-6.19456254572875
8360	-6.19812183368252
8361	-6.20166960199947
8362	-6.20520579820592
8363	-6.20873036998365
8364	-6.21224326517166
8365	-6.21574443176806
8366	-6.21923381793181
8367	-6.22271137198458
8368	-6.22617704241259
8369	-6.22963077786843
8370	-6.23307252717293
8371	-6.23650223931696
8372	-6.23991986346323
8373	-6.24332534894815
8374	-6.24671864528361
8375	-6.25009970215883
8376	-6.25346846944217
8377	-6.25682489718289
8378	-6.26016893561301
8379	-6.26350053514899
8380	-6.26681964639358
8381	-6.27012622013752
8382	-6.27342020736134
8383	-6.27670155923712
8384	-6.27997022713015
8385	-6.28322616260080
8386	-6.28646931740616
8387	-6.28969964350181
8388	-6.29291709304357
8389	-6.29612161838920
8390	-6.29931317210010
8391	-6.30249170694308
8392	-6.30565717589209
8393	-6.30880953212988
8394	-6.31194872904975
8395	-6.31507472025719
8396	-6.31818745957155
8397	-6.32128690102766
8398	-6.32437299887746
8399	-6.32744570759167
8400	-6.33050498186139
8401	-6.33355077659975
8402	-6.33658304694360
8403	-6.33960174825503
8404	-6.34260683612306
8405	-6.34559826636520
8406	-6.34857599502900
8407	-6.35153997839370
8408	-6.35449017297180
8409	-6.35742653551068
8410	-6.36034902299414
8411	-6.36325759264404
8412	-6.36615220192185
8413	-6.36903280853024
8414	-6.37189937041465
8415	-6.37475184576483
8416	-6.37759019301639
8417	-6.38041437085230
8418	-6.38322433820440
8419	-6.38602005425488
8420	-6.38880147843782
8421	-6.39156857044067
8422	-6.39432129020571
8423	-6.39705959793158
8424	-6.39978345407471
8425	-6.40249281935082
8426	-6.40518765473642
8427	-6.40786792147023
8428	-6.41053358105465
8429	-6.41318459525715
8430	-6.41582092611176
8431	-6.41844253592045
8432	-6.42104938725461
8433	-6.42364144295655
8434	-6.42621866614091
8435	-6.42878102019614
8436	-6.43132846878593
8437	-6.43386097585065
8438	-6.43637850560885
8439	-6.43888102255864
8440	-6.44136849147922
8441	-6.44384087743230
8442	-6.44629814576351
8443	-6.44874026210381
8444	-6.45116719237096
8445	-6.45357890277098
8446	-6.45597535979949
8447	-6.45835653024324
8448	-6.46072238118143
8449	-6.46307287998718
8450	-6.46540799432891
8451	-6.46772769217180
8452	-6.47003194177916
8453	-6.47232071171392
8454	-6.47459397084004
8455	-6.47685168832388
8456	-6.47909383363568
8457	-6.48132037655091
8458	-6.48353128715172
8459	-6.48572653582832
8460	-6.48790609328045
8461	-6.49006993051874
8462	-6.49221801886623
8463	-6.49435032995977
8464	-6.49646683575150
8465	-6.49856750851027
8466	-6.50065232082317
8467	-6.50272124559691
8468	-6.50477425605940
8469	-6.50681132576113
8470	-6.50883242857674
8471	-6.51083753870639
8472	-6.51282663067733
8473	-6.51479967934526
8474	-6.51675665989585
8475	-6.51869754784622
8476	-6.52062231904639
8477	-6.52253094968081
8478	-6.52442341626980
8479	-6.52629969567105
8480	-6.52815976508108
8481	-6.53000360203665
8482	-6.53183118441631
8483	-6.53364249044173
8484	-6.53543749867918
8485	-6.53721618804093
8486	-6.53897853778669
8487	-6.54072452752496
8488	-6.54245413721454
8489	-6.54416734716588
8490	-6.54586413804255
8491	-6.54754449086263
8492	-6.54920838700011
8493	-6.55085580818627
8494	-6.55248673651110
8495	-6.55410115442462
8496	-6.55569904473832
8497	-6.55728039062647
8498	-6.55884517562746
8499	-6.56039338364520
8500	-6.56192499895041
8501	-6.56344000618198
8502	-6.56493839034825
8503	-6.56642013682832
8504	-6.56788523137332
8505	-6.56933366010774
8506	-6.57076540953063
8507	-6.57218046651698
8508	-6.57357881831889
8509	-6.57496045256690
8510	-6.57632535727118
8511	-6.57767352082279
8512	-6.57900493199488
8513	-6.58031957994389
8514	-6.58161745421079
8515	-6.58289854472220
8516	-6.58416284179163
8517	-6.58541033612059
8518	-6.58664101879980
8519	-6.58785488131028
8520	-6.58905191552453
8521	-6.59023211370763
8522	-6.59139546851833
8523	-6.59254197301020
8524	-6.59367162063270
8525	-6.59478440523230
8526	-6.59588032105353
8527	-6.59695936274008
8528	-6.59802152533580
8529	-6.59906680428580
8530	-6.60009519543741
8531	-6.60110669504125
8532	-6.60210129975218
8533	-6.60307900663028
8534	-6.60403981314186
8535	-6.60498371716038
8536	-6.60591071696743
8537	-6.60682081125370
8538	-6.60771399911988
8539	-6.60859028007759
8540	-6.60944965405031
8541	-6.61029212137423
8542	-6.61111768279916
8543	-6.61192633948938
8544	-6.61271809302451
8545	-6.61349294540032
8546	-6.61425089902960
8547	-6.61499195674298
8548	-6.61571612178971
8549	-6.61642339783841
8550	-6.61711378897789
8551	-6.61778729971795
8552	-6.61844393499012
8553	-6.61908370014845
8554	-6.61970660097028
8555	-6.62031264365693
8556	-6.62090183483442
8557	-6.62147418155419
8558	-6.62202969129379
8559	-6.62256837195758
8560	-6.62309023187735
8561	-6.62359527981301
8562	-6.62408352495317
8563	-6.62455497691579
8564	-6.62500964574872
8565	-6.62544754193032
8566	-6.62586867636992
8567	-6.62627306040843
8568	-6.62666070581881
8569	-6.62703162480655
8570	-6.62738583001025
8571	-6.62772333450201
8572	-6.62804415178795
8573	-6.62834829580865
8574	-6.62863578093958
8575	-6.62890662199155
8576	-6.62916083421108
8577	-6.62939843328078
8578	-6.62961943531968
8579	-6.62982385688355
8580	-6.63001171496516
8581	-6.63018302699457
8582	-6.63033781083928
8583	-6.63047608480450
8584	-6.63059786763324
8585	-6.63070317850653
8586	-6.63079203704352
8587	-6.63086446330158
8588	-6.63092047777633
8589	-6.63096010140173
8590	-6.63098335555006
8591	-6.63099026203191
8592	-6.63098084309618
8593	-6.63095512143004
8594	-6.63091312015888
8595	-6.63085486284625
8596	-6.63078037349371
8597	-6.63068967654070
8598	-6.63058279686436
8599	-6.63045975977927
8600	-6.63032059103720
8601	-6.63016531682678
8602	-6.62999396377313
8603	-6.62980655893748
8604	-6.62960312981674
8605	-6.62938370434307
8606	-6.62914831088341
8607	-6.62889697823901
8608	-6.62862973564494
8609	-6.62834661276954
8610	-6.62804763971388
8611	-6.62773284701121
8612	-6.62740226562634
8613	-6.62705592695502
8614	-6.62669386282332
8615	-6.62631610548695
8616	-6.62592268763054
8617	-6.62551364236696
8618	-6.62508900323657
8619	-6.62464880420651
8620	-6.62419307966991
8621	-6.62372186444511
8622	-6.62323519377480
8623	-6.62273310332524
8624	-6.62221562918535
8625	-6.62168280786579
8626	-6.62113467629806
8627	-6.62057127183351
8628	-6.61999263224232
8629	-6.61939879571248
8630	-6.61878980084873
8631	-6.61816568667144
8632	-6.61752649261557
8633	-6.61687225852950
8634	-6.61620302467386
8635	-6.61551883172038
8636	-6.61481972075064
8637	-6.61410573325479
8638	-6.61337691113029
8639	-6.61263329668050
8640	-6.61187493261340
8641	-6.61110186204018
8642	-6.61031412847384
8643	-6.60951177582777
8644	-6.60869484841434
8645	-6.60786339094343
8646	-6.60701744852098
8647	-6.60615706664744
8648	-6.60528229121635
8649	-6.60439316851276
8650	-6.60348974521176
8651	-6.60257206837696
8652	-6.60164018545894
8653	-6.60069414429374
8654	-6.59973399310127
8655	-6.59875978048377
8656	-6.59777155542417
8657	-6.59676936728448
8658	-6.59575326580412
8659	-6.59472330109828
8660	-6.59367952365620
8661	-6.59262198433951
8662	-6.59155073438041
8663	-6.59046582537993
8664	-6.58936730930618
8665	-6.58825523849252
8666	-6.58712966563581
8667	-6.58599064379462
8668	-6.58483822638743
8669	-6.58367246719085
8670	-6.58249342033782
8671	-6.58130114031579
8672	-6.58009568196493
8673	-6.57887710047621
8674	-6.57764545138964
8675	-6.57640079059234
8676	-6.57514317431673
8677	-6.57387265913866
8678	-6.57258930197552
8679	-6.57129316008447
8680	-6.56998429106048
8681	-6.56866275283454
8682	-6.56732860367173
8683	-6.56598190216942
8684	-6.56462270725537
8685	-6.56325107818592
8686	-6.56186707454407
8687	-6.56047075623763
8688	-6.55906218349738
8689	-6.55764141687512
8690	-6.55620851724180
8691	-6.55476354578562
8692	-6.55330656401006
8693	-6.55183763373201
8694	-6.55035681707983
8695	-6.54886417649136
8696	-6.54735977471204
8697	-6.54584367479290
8698	-6.54431594008863
8699	-6.54277663425557
8700	-6.54122582124977
8701	-6.53966356532501
8702	-6.53808993103074
8703	-6.53650498321013
8704	-6.53490878699805
8705	-6.53330140781904
8706	-6.53168291138530
8707	-6.53005336369458
8708	-6.52841283102812
8709	-6.52676137994862
8710	-6.52509907729816
8711	-6.52342599019610
8712	-6.52174218603709
8713	-6.52004773248893
8714	-6.51834269749059
8715	-6.51662714925007
8716	-6.51490115624243
8717	-6.51316478720763
8718	-6.51141811114851
8719	-6.50966119732872
8720	-6.50789411527056
8721	-6.50611693475296
8722	-6.50432972580933
8723	-6.50253255872550
8724	-6.50072550403760
8725	-6.49890863252996
8726	-6.49708201523300
8727	-6.49524572342113
8728	-6.49339982861067
8729	-6.49154440255777
8730	-6.48967951725634
8731	-6.48780524493598
8732	-6.48592165805989
8733	-6.48402882932287
8734	-6.48212683164919
8735	-6.48021573819056
8736	-6.47829562232398
8737	-6.47636655764973
8738	-6.47442861798921
8739	-6.47248187738285
8740	-6.47052641008801
8741	-6.46856229057680
8742	-6.46658959353397
8743	-6.46460839385473
8744	-6.46261876664260
8745	-6.46062078720723
8746	-6.45861453106222
8747	-6.45660007392288
8748	-6.45457749170405
8749	-6.45254686051788
8750	-6.45050825667166
8751	-6.44846175666563
8752	-6.44640743719078
8753	-6.44434537512661
8754	-6.44227564753889
8755	-6.44019833167748
8756	-6.43811350497405
8757	-6.43602124503987
8758	-6.43392162966354
8759	-6.43181473680872
8760	-6.42970064461191
8761	-6.42757943138015
8762	-6.42545117558885
8763	-6.42331595587956
8764	-6.42117385105776
8765	-6.41902494009064
8766	-6.41686930210488
8767	-6.41470701638442
8768	-6.41253816236833
8769	-6.41036281964850
8770	-6.40818106796757
8771	-6.40599298721663
8772	-6.40379865743315
8773	-6.40159815879872
8774	-6.39939157163696
8775	-6.39717897641133
8776	-6.39496045372296
8777	-6.39273608430844
8778	-6.39050594903765
8779	-6.38827012891158
8780	-6.38602870506013
8781	-6.38378175873987
8782	-6.38152937133191
8783	-6.37927162433966
8784	-6.37700859938661
8785	-6.37474037821421
8786	-6.37246704267963
8787	-6.37018867475359
8788	-6.36790535651819
8789	-6.36561717016470
8790	-6.36332419799137
8791	-6.36102652240122
8792	-6.35872422589979
8793	-6.35641739109295
8794	-6.35410610068460
8795	-6.35179043747436
8796	-6.34947048435537
8797	-6.34714632431192
8798	-6.34481804041719
8799	-6.34248571583095
8800	-6.34014943379719
8801	-6.33780927764191
8802	-6.33546533077072
8803	-6.33311767666660
8804	-6.33076639888762
8805	-6.32841158106458
8806	-6.32605330689882
8807	-6.32369166015985
8808	-6.32132672468316
8809	-6.31895858436790
8810	-6.31658732317460
8811	-6.31421302512287
8812	-6.31183577428902
8813	-6.30945565480378
8814	-6.30707275084990
8815	-6.30468714665979
8816	-6.30229892651314
8817	-6.29990817473451
8818	-6.29751497569100
8819	-6.29511941378982
8820	-6.29272157347591
8821	-6.29032153922957
8822	-6.28791939556400
8823	-6.28551522702293
8824	-6.28310911817813
8825	-6.28070115362701
8826	-6.27829141799006
8827	-6.27587999590843
8828	-6.27346697204139
8829	-6.27105243106383
8830	-6.26863645766377
8831	-6.26621913653983
8832	-6.26380055239874
8833	-6.26138078995279
8834	-6.25895993391732
8835	-6.25653806900824
8836	-6.25411527993940
8837	-6.25169165142017
8838	-6.24926726815280
8839	-6.24684221482988
8840	-6.24441657613179
8841	-6.24199043672406
8842	-6.23956388125483
8843	-6.23713699435216
8844	-6.23470986062145
8845	-6.23228256464275
8846	-6.22985519096815
8847	-6.22742782411910
8848	-6.22500054858374
8849	-6.22257344881418
8850	-6.22014660922377
8851	-6.21772011418440
8852	-6.21529404802374
8853	-6.21286849502253
8854	-6.21044353941189
8855	-6.20801926537063
8856	-6.20559575702255
8857	-6.20317309843378
8858	-6.20075137361010
8859	-6.19833066649428
8860	-6.19591106096335
8861	-6.19349264082599
8862	-6.19107548981978
8863	-6.18865969160863
8864	-6.18624532978008
8865	-6.18383248784261
8866	-6.18142124922303
8867	-6.17901169726384
8868	-6.17660391522051
8869	-6.17419798625892
8870	-6.17179399345270
8871	-6.16939201978059
8872	-6.16699214812381
8873	-6.16459446126343
8874	-6.16219904187766
8875	-6.15980597253922
8876	-6.15741533571270
8877	-6.15502721375187
8878	-6.15264168889703
8879	-6.15025884327237
8880	-6.14787875888325
8881	-6.14550151761351
8882	-6.14312720122278
8883	-6.14075589134376
8884	-6.13838766947946
8885	-6.13602261700052
8886	-6.13366081514244
8887	-6.13130234500292
8888	-6.12894728753913
8889	-6.12659572356501
8890	-6.12424773374855
8891	-6.12190339860914
8892	-6.11956279851484
8893	-6.11722601367973
8894	-6.11489312416118
8895	-6.11256420985725
8896	-6.11023935050394
8897	-6.10791862567258
8898	-6.10560211476713
8899	-6.10328989702157
8900	-6.10098205149725
8901	-6.09867865708027
8902	-6.09637979247888
8903	-6.09408553622089
8904	-6.09179596665105
8905	-6.08951116192858
8906	-6.08723120002457
8907	-6.08495615871950
8908	-6.08268611560079
8909	-6.08042114806029
8910	-6.07816133329186
8911	-6.07590674828891
8912	-6.07365746984202
8913	-6.07141357453646
8914	-6.06917513874984
8915	-6.06694223864970
8916	-6.06471495019109
8917	-6.06249334911418
8918	-6.06027751094186
8919	-6.05806751097737
8920	-6.05586342430187
8921	-6.05366532577212
8922	-6.05147329001806
8923	-6.04928739144048
8924	-6.04710770420858
8925	-6.04493430225767
8926	-6.04276725928673
8927	-6.04060664875611
8928	-6.03845254388514
8929	-6.03630501764982
8930	-6.03416414278046
8931	-6.03202999175936
8932	-6.02990263681852
8933	-6.02778214993728
8934	-6.02566860284010
8935	-6.02356206699422
8936	-6.02146261360736
8937	-6.01937031362547
8938	-6.01728523773039
8939	-6.01520745633757
8940	-6.01313703959379
8941	-6.01107405737486
8942	-6.00901857928341
8943	-6.00697067464660
8944	-6.00493041251391
8945	-6.00289786165491
8946	-6.00087309055702
8947	-5.99885616742326
8948	-5.99684716017004
8949	-5.99484613642490
8950	-5.99285316352432
8951	-5.99086830851151
8952	-5.98889163813425
8953	-5.98692321884275
8954	-5.98496311678749
8955	-5.98301139781711
8956	-5.98106812747628
8957	-5.97913337100357
8958	-5.97720719332938
8959	-5.97528965907391
8960	-5.97338083254507
8961	-5.97148077773646
8962	-5.96958955832530
8963	-5.96770723767046
8964	-5.96583387881041
8965	-5.96396954446126
8966	-5.96211429701479
8967	-5.96026819853649
8968	-5.95843131076355
8969	-5.95660369510298
8970	-5.95478541262970
8971	-5.95297652408460
8972	-5.95117708987274
8973	-5.94938717006135
8974	-5.94760682437792
8975	-5.94583611220828
8976	-5.94407509259461
8977	-5.94232382423355
8978	-5.94058236547421
8979	-5.93885077431625
8980	-5.93712910840796
8981	-5.93541742504436
8982	-5.93371578116523
8983	-5.93202423335330
8984	-5.93034283783228
8985	-5.92867165046505
8986	-5.92701072675177
8987	-5.92536012182813
8988	-5.92371989046348
8989	-5.92209008705905
8990	-5.92047076564616
8991	-5.91886197988447
8992	-5.91726378306022
8993	-5.91567622808454
8994	-5.91409936749174
8995	-5.91253325343763
8996	-5.91097793769784
8997	-5.90943347166624
8998	-5.90789990635329
8999	-5.90637729238452
9000	-5.90486567999893
9001	-5.90336511904748
9002	-5.90187565899156
9003	-5.90039734890150
9004	-5.89893023745502
9005	-5.89747437293577
9006	-5.89602980323183
9007	-5.89459657583418
9008	-5.89317473783529
9009	-5.89176433592766
9010	-5.89036541640240
9011	-5.88897802514782
9012	-5.88760220764806
9013	-5.88623800898168
9014	-5.88488547382031
9015	-5.88354464642728
9016	-5.88221557065628
9017	-5.88089828995002
9018	-5.87959284733884
9019	-5.87829928543943
9020	-5.87701764645344
9021	-5.87574797216615
9022	-5.87449030394519
9023	-5.87324468273921
9024	-5.87201114907662
9025	-5.87078974306436
9026	-5.86958050438672
9027	-5.86838347230407
9028	-5.86719868565174
9029	-5.86602618283874
9030	-5.86486600184662
9031	-5.86371818022826
9032	-5.86258275510670
9033	-5.86145976317393
9034	-5.86034924068966
9035	-5.85925122348019
9036	-5.85816574693711
9037	-5.85709284601624
9038	-5.85603255523633
9039	-5.85498490867795
9040	-5.85394993998224
9041	-5.85292768234981
9042	-5.85191816853951
9043	-5.85092143086737
9044	-5.84993750120538
9045	-5.84896641098044
9046	-5.84800819117318
9047	-5.84706287231680
9048	-5.84613048449597
9049	-5.84521105734570
9050	-5.84430462005019
9051	-5.84341120134174
9052	-5.84253082949969
9053	-5.84166353234925
9054	-5.84080933726053
9055	-5.83996827114743
9056	-5.83914036046662
9057	-5.83832563121657
9058	-5.83752410893650
9059	-5.83673581870541
9060	-5.83596078514110
9061	-5.83519903239917
9062	-5.83445058417209
9063	-5.83371546368826
9064	-5.83299369371111
9065	-5.83228529653820
9066	-5.83159029400031
9067	-5.83090870746062
9068	-5.83024055781386
9069	-5.82958586548544
9070	-5.82894465043066
9071	-5.82831693213387
9072	-5.82770272960764
9073	-5.82710206139203
9074	-5.82651494555382
9075	-5.82594139968572
9076	-5.82538144090571
9077	-5.82483508585622
9078	-5.82430235070350
9079	-5.82378325113689
9080	-5.82327780236815
9081	-5.82278601913077
9082	-5.82230791567944
9083	-5.82184350578933
9084	-5.82139280275559
9085	-5.82095581939271
9086	-5.82053256803402
9087	-5.82012306053109
9088	-5.81972730825328
9089	-5.81934532208722
9090	-5.81897711243629
9091	-5.81862268922014
9092	-5.81828206187428
9093	-5.81795523934957
9094	-5.81764223011184
9095	-5.81734304214148
9096	-5.81705768293307
9097	-5.81678615949497
9098	-5.81652847834902
9099	-5.81628464553014
9100	-5.81605466658606
9101	-5.81583854657703
9102	-5.81563629007556
9103	-5.81544790116618
9104	-5.81527338344524
9105	-5.81511274002070
9106	-5.81496597351192
9107	-5.81483308604949
9108	-5.81471407927508
9109	-5.81460895434124
9110	-5.81451771191128
9111	-5.81444035215910
9112	-5.81437687476905
9113	-5.81432727893583
9114	-5.81429156336442
9115	-5.81426972626995
9116	-5.81426176537772
9117	-5.81426767792318
9118	-5.81428746065191
9119	-5.81432110981965
9120	-5.81436862119236
9121	-5.81442999004626
9122	-5.81450521116798
9123	-5.81459427885460
9124	-5.81469718691387
9125	-5.81481392866428
9126	-5.81494449693523
9127	-5.81508888406714
9128	-5.81524708191161
9129	-5.81541908183158
9130	-5.81560487470142
9131	-5.81580445090719
9132	-5.81601780034678
9133	-5.81624491243017
9134	-5.81648577607967
9135	-5.81674037973018
9136	-5.81700871132948
9137	-5.81729075833849
9138	-5.81758650773159
9139	-5.81789594599692
9140	-5.81821905913667
9141	-5.81855583266746
9142	-5.81890625162066
9143	-5.81927030054277
9144	-5.81964796349576
9145	-5.82003922405750
9146	-5.82044406532211
9147	-5.82086246990048
9148	-5.82129441992062
9149	-5.82173989702821
9150	-5.82219888238699
9151	-5.82267135667924
9152	-5.82315730010620
9153	-5.82365669238857
9154	-5.82416951276702
9155	-5.82469574000264
9156	-5.82523535237751
9157	-5.82578832769524
9158	-5.82635464328153
9159	-5.82693427598477
9160	-5.82752720217663
9161	-5.82813339775276
9162	-5.82875283813338
9163	-5.82938549826397
9164	-5.83003135261600
9165	-5.83069037518754
9166	-5.83136253950404
9167	-5.83204781861903
9168	-5.83274618511481
9169	-5.83345761110323
9170	-5.83418206822639
9171	-5.83491952765747
9172	-5.83566996010146
9173	-5.83643333579594
9174	-5.83720962451192
9175	-5.83799879555453
9176	-5.83880081776392
9177	-5.83961565951603
9178	-5.84044328872352
9179	-5.84128367283654
9180	-5.84213677884362
9181	-5.84300257327251
9182	-5.84388102219094
9183	-5.84477209120755
9184	-5.84567574547266
9185	-5.84659194967924
9186	-5.84752066806372
9187	-5.84846186440698
9188	-5.84941550203518
9189	-5.85038154382073
9190	-5.85135995218322
9191	-5.85235068909036
9192	-5.85335371605896
9193	-5.85436899415590
9194	-5.85539648399913
9195	-5.85643614575870
9196	-5.85748793915778
9197	-5.85855182347371
9198	-5.85962775753910
9199	-5.86071569974292
9200	-5.86181560803163
9201	-5.86292743991032
9202	-5.86405115244388
9203	-5.86518670225814
9204	-5.86633404554101
9205	-5.86749313804372
9206	-5.86866393508193
9207	-5.86984639153690
9208	-5.87104046185675
9209	-5.87224610005764
9210	-5.87346325972506
9211	-5.87469189401514
9212	-5.87593195565590
9213	-5.87718339694860
9214	-5.87844616976909
9215	-5.87972022556916
9216	-5.88100551537794
9217	-5.88230198980332
9218	-5.88360959903339
9219	-5.88492829283791
9220	-5.88625802056972
9221	-5.88759873116628
9222	-5.88895037315109
9223	-5.89031289463523
9224	-5.89168624331884
9225	-5.89307036649262
9226	-5.89446521103934
9227	-5.89587072343538
9228	-5.89728684975224
9229	-5.89871353565810
9230	-5.90015072641932
9231	-5.90159836690204
9232	-5.90305640157369
9233	-5.90452477450458
9234	-5.90600342936948
9235	-5.90749230944918
9236	-5.90899135763217
9237	-5.91050051641621
9238	-5.91201972791003
9239	-5.91354893383499
9240	-5.91508807552677
9241	-5.91663709393710
9242	-5.91819592963540
9243	-5.91976452281061
9244	-5.92134281327286
9245	-5.92293074045532
9246	-5.92452824341592
9247	-5.92613526083918
9248	-5.92775173103801
9249	-5.92937759195551
9250	-5.93101278116683
9251	-5.93265723588104
9252	-5.93431089294292
9253	-5.93597368883492
9254	-5.93764555967905
9255	-5.93932644123881
9256	-5.94101626892110
9257	-5.94271497777819
9258	-5.94442250250974
9259	-5.94613877746478
9260	-5.94786373664375
9261	-5.94959731370048
9262	-5.95133944194425
9263	-5.95309005434176
9264	-5.95484908351916
9265	-5.95661646176409
9266	-5.95839212102774
9267	-5.96017599292688
9268	-5.96196800874599
9269	-5.96376809943933
9270	-5.96557619563313
9271	-5.96739222762767
9272	-5.96921612539955
9273	-5.97104781860384
9274	-5.97288723657626
9275	-5.97473430833535
9276	-5.97658896258472
9277	-5.97845112771521
9278	-5.98032073180713
9279	-5.98219770263245
9280	-5.98408196765709
9281	-5.98597345404308
9282	-5.98787208865085
9283	-5.98977779804153
9284	-5.99169050847917
9285	-5.99361014593309
9286	-5.99553663608013
9287	-5.99746990430704
9288	-5.99940987571279
9289	-6.00135647511097
9290	-6.00330962703207
9291	-6.00526925572588
9292	-6.00723528516387
9293	-6.00920763904148
9294	-6.01118624078059
9295	-6.01317101353183
9296	-6.01516188017700
9297	-6.01715876333143
9298	-6.01916158534645
9299	-6.02117026831176
9300	-6.02318473405791
9301	-6.02520490415874
9302	-6.02723069993377
9303	-6.02926204245072
9304	-6.03129885252796
9305	-6.03334105073699
9306	-6.03538855740494
9307	-6.03744129261712
9308	-6.03949917621945
9309	-6.04156212782106
9310	-6.04363006679677
9311	-6.04570291228962
9312	-6.04778058321343
9313	-6.04986299825529
9314	-6.05195007587808
9315	-6.05404173432307
9316	-6.05613789161241
9317	-6.05823846555170
9318	-6.06034337373258
9319	-6.06245253353522
9320	-6.06456586213095
9321	-6.06668327648476
9322	-6.06880469335791
9323	-6.07093002931050
9324	-6.07305920070403
9325	-6.07519212370407
9326	-6.07732871428283
9327	-6.07946888822181
9328	-6.08161256111447
9329	-6.08375964836884
9330	-6.08591006521021
9331	-6.08806372668378
9332	-6.09022054765739
9333	-6.09238044282420
9334	-6.09454332670542
9335	-6.09670911365301
9336	-6.09887771785240
9337	-6.10104905332528
9338	-6.10322303393226
9339	-6.10539957337571
9340	-6.10757858520244
9341	-6.10975998280649
9342	-6.11194367943182
9343	-6.11412958817508
9344	-6.11631762198838
9345	-6.11850769368203
9346	-6.12069971592737
9347	-6.12289360125952
9348	-6.12508926208018
9349	-6.12728661066045
9350	-6.12948555914360
9351	-6.13168601954793
9352	-6.13388790376953
9353	-6.13609112358522
9354	-6.13829559065535
9355	-6.14050121652676
9356	-6.14270791263571
9357	-6.14491559031075
9358	-6.14712416077567
9359	-6.14933353515244
9360	-6.15154362446412
9361	-6.15375433963784
9362	-6.15596559150766
9363	-6.15817729081758
9364	-6.16038934822441
9365	-6.16260167430078
9366	-6.16481417953811
9367	-6.16702677434957
9368	-6.16923936907307
9369	-6.17145187397431
9370	-6.17366419924974
9371	-6.17587625502961
9372	-6.17808795138097
9373	-6.18029919831066
9374	-6.18250990576832
9375	-6.18471998364942
9376	-6.18692934179825
9377	-6.18913789001096
9378	-6.19134553803856
9379	-6.19355219558996
9380	-6.19575777233498
9381	-6.19796217790740
9382	-6.20016532190801
9383	-6.20236711390768
9384	-6.20456746345047
9385	-6.20676628005670
9386	-6.20896347322608
9387	-6.21115895244081
9388	-6.21335262716870
9389	-6.21554440686632
9390	-6.21773420098211
9391	-6.21992191895951
9392	-6.22210747024015
9393	-6.22429076426690
9394	-6.22647171048708
9395	-6.22865021835561
9396	-6.23082619733814
9397	-6.23299955691424
9398	-6.23517020658062
9399	-6.23733805585425
9400	-6.23950301427559
9401	-6.24166499141172
9402	-6.24382389685956
9403	-6.24597964024903
9404	-6.24813213124631
9405	-6.25028127955709
9406	-6.25242699492981
9407	-6.25456918715884
9408	-6.25670776608782
9409	-6.25884264161284
9410	-6.26097372368577
9411	-6.26310092231748
9412	-6.26522414758114
9413	-6.26734330961542
9414	-6.26945831862780
9415	-6.27156908489774
9416	-6.27367551877995
9417	-6.27577753070757
9418	-6.27787503119537
9419	-6.27996793084296
9420	-6.28205614033796
9421	-6.28413957045925
9422	-6.28621813208011
9423	-6.28829173617142
9424	-6.29036029380484
9425	-6.29242371615603
9426	-6.29448191450772
9427	-6.29653480025291
9428	-6.29858228489793
9429	-6.30062428006559
9430	-6.30266069749823
9431	-6.30469144906083
9432	-6.30671644674416
9433	-6.30873560266782
9434	-6.31074882908335
9435	-6.31275603837736
9436	-6.31475714307457
9437	-6.31675205584091
9438	-6.31874068948662
9439	-6.32072295696923
9440	-6.32269877139666
9441	-6.32466804603023
9442	-6.32663069428775
9443	-6.32858662974650
9444	-6.33053576614630
9445	-6.33247801739252
9446	-6.33441329755909
9447	-6.33634152089156
9448	-6.33826260181006
9449	-6.34017645491234
9450	-6.34208299497671
9451	-6.34398213696512
9452	-6.34587379602608
9453	-6.34775788749766
9454	-6.34963432691047
9455	-6.35150302999057
9456	-6.35336391266250
9457	-6.35521689105217
9458	-6.35706188148981
9459	-6.35889880051293
9460	-6.36072756486918
9461	-6.36254809151927
9462	-6.36436029763984
9463	-6.36616410062626
9464	-6.36795941809546
9465	-6.36974616788878
9466	-6.37152426807479
9467	-6.37329363695210
9468	-6.37505419305216
9469	-6.37680585514209
9470	-6.37854854222739
9471	-6.38028217355472
9472	-6.38200666861463
9473	-6.38372194714430
9474	-6.38542792913024
9475	-6.38712453481097
9476	-6.38881168467969
9477	-6.39048929948699
9478	-6.39215730024351
9479	-6.39381560822264
9480	-6.39546414496320
9481	-6.39710283227210
9482	-6.39873159222697
9483	-6.40035034717886
9484	-6.40195901975481
9485	-6.40355753286052
9486	-6.40514580968294
9487	-6.40672377369285
9488	-6.40829134864742
9489	-6.40984845859274
9490	-6.41139502786640
9491	-6.41293098109997
9492	-6.41445624322148
9493	-6.41597073945795
9494	-6.41747439533783
9495	-6.41896713669340
9496	-6.42044888966332
9497	-6.42191958069500
9498	-6.42337913654714
9499	-6.42482748429209
9500	-6.42626455131829
9501	-6.42769026533269
9502	-6.42910455436312
9503	-6.43050734676076
9504	-6.43189857120246
9505	-6.43327815669319
9506	-6.43464603256834
9507	-6.43600212849606
