time,temperature
0,9.2555
1,9.8518
2,10.374
3,10.171
4,9.6125
5,9.27
6,8.853
7,8.3984
8,7.9359
9,7.5219
10,7.2526
11,7.1036
12,6.9736
13,6.8025
14,6.5754
15,6.3954
16,6.2219
17,6.0542
18,5.8557
19,6.2286
20,7.3219
21,8.8189
22,10.406
23,11.542
24,11.807
25,12.234
26,11.835
27,11.644
28,11.051
29,10.267
30,9.677
31,9.0855
32,8.5327
33,8.1708
34,7.8838
35,7.6553
36,7.4688
37,7.2913
38,7.1371
39,7.0706
40,7.0135
41,6.993
42,7.2688
43,7.7052
44,8.168
45,9.0457
46,9.7866
47,10.619
48,11.541
49,11.698
50,11.713
51,11.477
52,10.988
53,10.504
54,10.061
55,9.7063
56,9.4107
57,9.2002
58,9.04
59,8.9254
60,8.7948
61,8.6773
62,8.5795
63,8.4829
64,8.4138
65,8.3801
66,8.4284
67,8.6259
68,9.0252
69,9.4285
70,9.587
71,9.6923
72,10.188
73,10.29
74,10.372
75,10.45
76,10.335
77,10.138
78,9.9634
79,9.7997
80,9.6341
81,9.4436
82,9.3262
83,9.2355
84,9.0756
85,9.0076
86,8.919
87,8.8027
88,8.7388
89,8.6927
90,8.7723
91,8.9242
92,9.1635
93,9.4218
94,9.7574
95,9.9617
96,10.062
97,10.212
98,10.295
99,10.323
100,10.336
101,10.273
102,9.9803
103,9.6471
104,9.3552
105,9.1596
106,9.034
107,8.8671
108,8.6745
109,8.5041
110,8.3991
111,8.2548
112,8.0031
113,7.871
114,7.9342
115,8.2722
116,8.8912
117,9.9624
118,12.19
119,13.499
120,13.937
121,13.589
122,13.075
123,12.232
124,11.499
125,10.96
126,10.354
127,9.518
128,8.5556
129,7.7705
130,7.1989
131,6.7968
132,6.3568
133,5.9426
134,5.5503
135,5.205
136,4.9071
137,4.8256
138,5.4416
139,6.7246
140,7.7501
141,8.5642
142,10.406
143,12.357
144,14.107
145,13.857
146,12.988
147,12.452
148,12.393
149,12.198
150,11.498
151,10.568
152,9.5873
153,8.8304
154,8.1818
155,7.5275
156,7.0211
157,6.6182
158,6.3148
159,5.959
160,5.6308
161,5.9276
162,6.5763
163,7.593
164,8.8541
165,10.13
166,10.949
167,12.555
168,12.964
169,12.723
170,12.907
171,13.021
172,12.949
173,12.584
174,11.995
175,11.013
176,10.386
177,9.9927
178,9.8061
179,9.2658
180,8.3991
181,7.7114
182,7.2063
183,6.8371
184,6.5777
185,6.2353
186,6.22
187,6.7436
188,7.5318
189,8.9263
190,13.076
191,14.638
192,14.519
193,14.349
194,13.758
195,13.123
196,13.166
197,13.383
198,12.656
199,11.764
200,11.207
201,10.664
202,9.8451
203,8.9126
204,8.2013
205,7.6554
206,7.162
207,6.7281
208,6.3603
209,6.1526
210,6.289
211,6.8009
212,7.5348
213,9.0354
214,13.153
215,14.808
216,15.49
217,14.531
218,13.408
219,12.837
220,12.427
221,11.925
222,11.362
223,10.485
224,9.5485
225,8.8358
226,8.3794
227,8.01
228,7.5674
229,7.2279
230,6.976
231,6.6955
232,6.432
233,6.2895
234,6.5013
235,7.1091
236,7.9539
237,9.6033
238,13.699
239,15.376
240,15.358
241,14.565
242,14.209
243,13.896
244,13.51
245,13.017
246,12.268
247,11.272
248,10.473
249,9.8018
250,9.2712
251,8.8433
252,8.4459
253,8.1445
254,7.851
255,7.6347
256,7.6774
257,8.0209
258,8.611
259,9.3732
260,10.374
261,11.74
262,13.442
263,14.394
264,15.966
265,15.695
266,15.303
267,14.617
268,14.136
269,13.869
270,13.794
271,13.543
272,13.074
273,12.463
274,11.57
275,10.782
276,10.112
277,9.5365
278,9.0135
279,8.7261
280,8.6568
281,8.8736
282,9.3233
283,10.033
284,10.969
285,12.094
286,12.676
287,13.304
288,13.464
289,14.053
290,14.145
291,14.078
292,13.74
293,12.944
294,12.202
295,11.423
296,10.648
297,9.9484
298,9.3659
299,8.6608
300,8.0901
301,7.5842
302,7.1733
303,6.7802
304,6.4493
305,6.1804
306,6.2035
307,6.5863
308,7.248
309,8.4325
310,11.992
311,13.336
312,13.946
313,13.192
314,12.446
315,11.81
316,11.324
317,10.741
318,10.036
319,9.1081
320,8.2646
321,7.5374
322,6.9024
323,6.3924
324,5.9165
325,5.4707
326,5.1549
327,4.8988
328,4.6937
329,4.5723
330,4.9387
331,5.6656
332,6.6268
333,7.3888
334,7.8795
335,8.4576
336,9.008
337,9.6761
338,10.242
339,9.9203
340,9.6255
341,9.6914
342,9.3108
343,8.6876
344,8.3192
345,8.0595
346,7.8055
347,7.628
348,7.6017
349,7.5589
350,7.4978
351,7.4675
352,7.4214
353,7.4727
354,7.614
355,7.9822
356,8.6164
357,9.3394
358,10.464
359,11.162
360,11.756
361,11.637
362,11.804
363,11.772
364,11.503
365,11.319
366,10.743
367,10.11
368,9.584
369,8.995
370,8.4407
371,7.8833
372,7.3828
373,6.746
374,6.0604
375,5.5212
376,5.1511
377,5.0663
378,5.0806
379,5.3036
380,5.7461
381,6.7992
382,10.502
383,11.945
384,13.107
385,12.542
386,11.678
387,11.062
388,10.497
389,10.018
390,9.2527
391,8.2253
392,7.411
393,6.8326
394,6.3793
395,6.1978
396,6.3603
397,6.6474
398,6.8052
399,6.8467
400,6.7718
401,6.4209
402,6.7792
403,7.37
404,8.1785
405,9.0406
406,10.465
407,11.214
408,11.743
409,12.426
410,12.283
411,11.56
412,11.358
413,10.526
414,9.6132
415,8.5533
416,7.8319
417,7.0808
418,6.4253
419,5.922
420,5.6067
421,5.3998
422,5.2161
423,4.9509
424,4.605
425,4.3408
426,4.2668
427,4.9902
428,5.8644
429,6.8288
430,10.367
431,12.096
432,12.033
433,12.057
434,11.651
435,11.291
436,11.015
437,10.444
438,9.7226
439,8.9951
440,8.2182
441,7.644
442,7.0492
443,6.5506
444,5.9971
445,5.628
446,5.3639
447,5.275
448,5.0187
449,5.132
450,5.617
451,5.9661
452,6.9393
453,7.2974
454,7.7016
455,8.1196
456,8.4633
457,8.8356
458,9.0471
459,9.5337
460,9.385
461,8.8385
462,8.3477
463,7.9727
464,7.7151
465,7.5131
466,7.361
467,7.2239
468,7.0937
469,6.9683
470,6.8631
471,6.7717
472,6.686
473,6.6092
474,6.6192
475,6.8507
476,7.3051
477,7.5708
478,7.627
479,7.7236
480,8.5414
481,9.7736
482,10.14
483,9.8851
484,9.6883
485,9.0827
486,8.4779
487,7.9318
488,7.4116
489,6.9105
490,6.2892
491,5.4333
492,4.71
493,4.3108
494,3.9403
495,3.5468
496,3.5153
497,3.8228
498,4.231
499,4.8603
500,5.3289
501,5.6099
502,8.1506
503,9.9066
504,10.632
505,9.5933
506,8.818
507,8.003
508,7.4719
509,6.9895
510,6.2823
511,5.2793
512,4.4952
513,4.0694
514,3.5736
515,3.3266
516,3.0982
517,2.8935
518,2.7103
519,2.5351
520,2.3791
521,2.2384
522,2.1207
523,2.0475
524,2.0061
525,2.1271
526,5.5061
527,8.5309
528,9.9135
529,9.2715
530,8.536
531,7.9858
532,7.8057
533,7.585
534,6.8129
535,5.8382
536,5.0086
537,4.3518
538,3.8154
539,3.478
540,3.0581
541,2.664
542,2.6171
543,2.5272
544,2.3949
545,2.2798
546,2.1912
547,2.1377
548,2.2726
549,3.7141
550,7.1079
551,8.8197
552,9.8128
553,9.1153
554,8.4842
555,8.3761
556,8.2543
557,7.6883
558,6.7354
559,5.8417
560,5.2832
561,4.8309
562,4.6041
563,4.2773
564,3.9175
565,3.609
566,3.4012
567,3.248
568,3.1673
569,3.135
570,3.5566
571,4.907
572,6.1527
573,7.4512
574,8.6726
575,9.6021
576,10.624
577,10.663
578,10.329
579,10.53
580,10.125
581,9.482
582,8.7706
583,8.0454
584,7.5291
585,6.9864
586,6.8124
587,6.6348
588,6.5058
589,6.4038
590,6.231
591,5.7112
592,5.7408
593,5.9726
594,6.2209
595,6.9095
596,8.0022
597,9.4098
598,12.028
599,12.864
600,13.492
601,12.343
602,11.884
603,12.434
604,12.289
605,11.726
606,10.802
607,9.9587
608,9.0611
609,8.5963
610,8.2386
611,7.8584
612,7.575
613,7.485
614,7.4365
615,7.3709
616,7.2828
617,7.1694
618,7.2856
619,7.1715
620,7.5294
621,9.0138
622,11.258
623,11.97
624,12.278
625,11.622
626,10.938
627,11.024
628,10.475
629,9.4278
630,8.2914
631,7.1852
632,6.3282
633,5.6402
634,5.0942
635,4.6041
636,4.1894
637,3.8327
638,3.5617
639,3.363
640,3.2186
641,2.9548
642,2.8916
643,3.2299
644,3.8118
645,5.4017
646,9.0678
647,10.488
648,11.379
649,10.421
650,9.7479
651,9.2981
652,9.0385
653,8.3617
654,7.6715
655,7.0585
656,6.3135
657,5.5809
658,4.9838
659,4.546
660,4.1437
661,3.7537
662,3.3703
663,3.1096
664,3.0307
665,2.7923
666,2.8658
667,3.617
668,4.8437
669,6.0585
670,7.6611
671,9.73
672,10.54
673,10.507
674,10.33
675,9.8088
676,9.3823
677,9.3702
678,8.5206
679,7.8032
680,7.5618
681,7.575
682,7.4192
683,7.2064
684,7.0867
685,6.9848
686,6.8123
687,6.6065
688,6.4175
689,6.1935
690,6.0456
691,6.1396
692,6.5529
693,6.9158
694,7.0613
695,7.2559
696,7.2785
697,7.4556
698,7.5735
699,7.4919
700,7.0819
701,6.5762
702,6.1694
703,5.8614
704,5.6113
705,5.3979
706,5.2019
707,5.0312
708,4.8435
709,4.6166
710,4.473
711,4.3573
712,4.2385
713,4.0945
714,4.0806
715,4.3243
716,4.6619
717,4.9364
718,5.3604
719,5.8389
720,6.3118
721,6.4759
722,6.5639
723,6.5947
724,6.4779
725,6.1268
726,5.6586
727,5.2598
728,5.055
729,4.8743
730,4.7617
731,4.687
732,4.6647
733,4.6534
734,4.6311
735,4.5995
736,4.5438
737,4.4963
738,4.5027
739,4.6804
740,5.0535
741,5.4026
742,5.891
743,6.5752
744,7.338
745,7.8895
746,7.8801
747,7.6083
748,7.3279
749,6.8911
750,6.3684
751,5.8374
752,4.9845
753,4.8587
754,4.8949
755,4.8341
756,4.3817
757,3.7142
758,3.2047
759,2.9556
760,2.9833
761,3.3097
762,3.5862
763,4.0039
764,4.6574
765,5.4612
766,6.3555
767,6.9214
768,7.5037
769,7.3711
770,7.6027
771,7.3622
772,6.9407
773,6.0813
774,5.6458
775,5.4342
776,5.3056
777,5.2705
778,5.1916
779,5.1221
780,5.0476
781,4.9799
782,4.9205
783,4.8853
784,4.9136
785,4.8608
786,4.8458
787,5.1122
788,5.7116
789,6.469
790,7.1705
791,7.8252
792,8.6205
793,9.26
794,9.0184
795,8.3086
796,7.8895
797,7.3706
798,6.4183
799,5.6579
800,5.1268
801,4.5798
802,4.2409
803,4.1592
804,4.2795
805,4.2671
806,4.2621
807,4.1788
808,4.1594
809,4.0086
810,3.8798
811,4.196
812,5.0138
813,6.4256
814,8.3583
815,9.2343
816,10.411
817,10.102
818,9.3074
819,8.8607
820,8.4845
821,7.8747
822,7.0067
823,6.293
824,5.675
825,5.1175
826,4.7373
827,4.3463
828,3.9212
829,3.5551
830,3.2041
831,2.8254
832,2.4096
833,2.3022
834,2.149
835,2.039
836,2.0074
837,3.042
838,5.7627
839,7.1666
840,8.3639
841,7.5479
842,7.0116
843,6.8157
844,6.6668
845,6.3458
846,5.4186
847,4.5338
848,3.7349
849,3.1098
850,2.6764
851,2.3096
852,2.0624
853,2.0383
854,1.934
855,1.8355
856,1.7393
857,1.655
858,1.5966
859,1.5721
860,1.7197
861,3.2764
862,7.2013
863,8.3224
864,9.3338
865,8.5478
866,8.2272
867,8.09
868,8.2606
869,7.4525
870,6.4623
871,6.1454
872,6.1442
873,6.1887
874,5.8193
875,5.3334
876,5.2023
877,5.3066
878,5.3307
879,4.7538
880,4.2097
881,3.8242
882,3.9133
883,4.4399
884,4.953
885,5.4565
886,5.8258
887,6.4832
888,6.6755
889,6.7572
890,6.8918
891,6.7922
892,6.6741
893,6.4853
894,6.3275
895,6.2224
896,6.2354
897,6.3207
898,6.4392
899,6.5373
900,6.9922
901,7.2151
902,7.3112
903,7.3516
904,7.4016
905,7.2532
906,7.1093
907,7.0468
908,7.1264
909,7.6236
910,7.9365
911,8.1894
912,8.2246
913,8.3967
914,8.4288
915,8.6442
916,8.5403
917,8.1658
918,7.6561
919,7.2077
920,6.879
921,6.5503
922,6.0735
923,5.6965
924,5.2719
925,4.4631
926,3.7582
927,3.4163
928,3.1283
929,2.873
930,2.6585
931,2.4702
932,2.326
933,2.3933
934,4.9053
935,6.6636
936,7.6599
937,7.1053
938,6.6951
939,6.2834
940,5.8459
941,5.281
942,4.3554
943,3.5103
944,3.0208
945,2.7735
946,2.5301
947,2.3084
948,2.1082
949,1.9361
950,1.8685
951,1.7835
952,1.7201
953,1.6108
954,1.4781
955,1.371
956,1.3044
957,1.2712
958,1.7431
959,3.3753
960,4.7271
961,5.1185
962,5.4085
963,5.5486
964,5.2858
965,4.9705
966,4.3759
967,4.1372
968,4.1364
969,4.1415
970,4.0545
971,3.9854
972,3.9025
973,3.7799
974,3.5575
975,3.0492
976,2.685
977,2.7797
978,2.7653
979,3.0098
980,3.4261
981,3.7486
982,5.5101
983,6.5185
984,7.5014
985,7.5788
986,6.7709
987,5.9668
988,5.3984
989,5.108
990,4.3126
991,3.3148
992,2.8608
993,2.5434
994,2.2962
995,2.0972
996,1.9188
997,1.7476
998,1.5906
999,1.4543
1000,1.346
1001,1.2511
1002,1.1576
1003,1.0658
1004,1.0047
1005,0.96093
1006,1.0002
1007,1.4804
1008,3.1932
1009,3.5382
1010,3.5031
1011,3.4843
1012,3.2841
1013,2.7333
1014,1.9696
1015,1.7305
1016,1.5852
1017,1.4782
1018,1.3833
1019,1.3184
1020,1.2383
1021,1.177
1022,1.1264
1023,1.0684
1024,1.0247
1025,0.98266
1026,0.94739
1027,0.9136
1028,0.89566
1029,0.98838
1030,2.4494
1031,3.8489
1032,4.6932
1033,4.5135
1034,4.8429
1035,4.4508
1036,3.8513
1037,3.0563
1038,2.3948
1039,2.1519
1040,2.4013
1041,2.6167
1042,2.585
1043,2.653
1044,2.6595
1045,2.5682
1046,2.4001
1047,2.2839
1048,2.0054
1049,1.7068
1050,1.5827
1051,1.5355
1052,1.6034
1053,1.6014
1054,1.8646
1055,2.708
1056,3.6378
1057,4.0166
1058,3.4634
1059,2.8557
1060,2.2291
1061,1.6834
1062,1.4939
1063,1.347
1064,1.2173
1065,1.0906
1066,0.97833
1067,0.89444
1068,0.80577
1069,0.73646
1070,0.67796
1071,0.61349
1072,0.54461
1073,0.48362
1074,0.42031
1075,0.37273
1076,0.33044
1077,0.30741
1078,0.31344
1079,0.30658
1080,0.30774
1081,0.2972
1082,0.29459
1083,0.28975
1084,0.29419
1085,0.30959
1086,0.31477
1087,0.31536
1088,0.31761
1089,0.31981
1090,0.3217
1091,0.3204
1092,0.32529
1093,0.31924
1094,0.3165
1095,0.30574
1096,0.29169
1097,0.26647
1098,0.24748
1099,0.2376
1100,0.22423
1101,0.20896
1102,0.21099
1103,0.21177
1104,0.21583
1105,0.26955
1106,0.42561
1107,0.7794
1108,1.0903
1109,1.1069
1110,0.76368
1111,0.54301
1112,0.54035
1113,0.51921
1114,0.50991
1115,0.48244
1116,0.46412
1117,0.45689
1118,0.4402
1119,0.41285
1120,0.3993
1121,0.39288
1122,0.37394
1123,0.36289
1124,0.3514
1125,0.34853
1126,0.64952
1127,2.5004
1128,4.1173
1129,4.8487
1130,4.9418
1131,5.0835
1132,4.8922
1133,4.1876
1134,3.5909
1135,3.249
1136,3.0012
1137,2.6564
1138,2.3586
1139,2.1273
1140,1.9065
1141,1.862
1142,1.6626
1143,1.2933
1144,1.05
1145,1.0415
1146,0.97898
1147,0.91308
1148,0.86643
1149,0.94703
1150,2.1252
1151,3.2844
1152,4.1595
1153,4.6306
1154,4.6542
1155,4.5627
1156,4.2763
1157,3.9124
1158,3.4709
1159,2.9807
1160,2.5371
1161,2.5207
1162,2.4686
1163,2.4967
1164,2.5545
1165,2.3948
1166,2.3129
1167,2.2091
1168,1.9566
1169,1.4519
1170,1.2767
1171,1.1807
1172,1.1977
1173,2.0904
1174,2.9049
1175,3.9614
1176,4.642
1177,4.8701
1178,4.8303
1179,4.5837
1180,4.3958
1181,3.9824
1182,3.61
1183,3.4154
1184,3.2526
1185,3.0545
1186,2.6555
1187,2.0021
1188,1.6288
1189,1.5007
1190,1.4035
1191,1.315
1192,1.2414
1193,1.1942
1194,1.1875
1195,1.304
1196,1.8346
1197,2.4588
1198,3.3896
1199,4.1835
1200,4.5374
1201,3.8625
1202,3.604
1203,3.1609
1204,2.3151
1205,1.7725
1206,1.5155
1207,1.33
1208,1.2034
1209,1.0835
1210,0.97525
1211,0.88114
1212,0.80254
1213,0.73161
1214,0.66215
1215,0.60714
1216,0.53855
1217,0.47224
1218,0.40655
1219,0.33858
1220,0.30733
1221,0.28365
1222,0.26777
1223,0.26393
1224,0.26564
1225,0.2562
1226,0.24934
1227,0.24989
1228,0.2599
1229,0.27001
1230,0.27147
1231,0.27071
1232,0.26288
1233,0.26255
1234,0.25864
1235,0.23696
1236,0.19374
1237,0.15774
1238,0.11975
1239,0.053
1240,-0.0779
1241,-0.2734
1242,-0.45833
1243,-0.57004
1244,-0.54384
1245,-0.3917
1246,-0.21577
1247,-0.11907
1248,-0.09404
1249,-0.07691
1250,-0.07068
1251,-0.05901
1252,-0.04203
1253,-0.0293
1254,-0.01993
1255,-0.01512
1256,-0.01452
1257,-0.01212
1258,-0.0096
1259,-0.07504
1260,-0.29206
1261,-0.48403
1262,-0.61716
1263,-0.70224
1264,-0.75082
1265,-0.70813
1266,-0.62689
1267,-0.5714
1268,-0.46695
1269,-0.32641
1270,-0.22118
1271,-0.16042
1272,-0.13325
1273,-0.11425
1274,-0.09951
1275,-0.09927
1276,-0.07198
1277,-0.06448
1278,-0.06394
1279,-0.06078
1280,-0.05732
1281,-0.05921
1282,-0.05369
1283,-0.06377
1284,-0.07667
1285,-0.09244
1286,-0.13596
1287,-0.25462
1288,-0.41156
1289,-0.5386
1290,-0.72097
1291,-0.7895
1292,-0.53602
1293,-0.3344
1294,-0.23148
1295,-0.17128
1296,-0.13589
1297,-0.11938
1298,-0.10674
1299,-0.09248
1300,-0.08422
1301,-0.07718
1302,-0.06532
1303,-0.05844
1304,-0.05793
1305,-0.05788
1306,-0.05001
1307,-0.05304
1308,-0.05435
1309,-0.05084
1310,-0.05218
1311,-0.05229
1312,-0.05054
1313,-0.0566
1314,-0.04499
1315,-0.05096
1316,-0.05256
1317,-0.07067
1318,-0.07173
1319,-0.06945
1320,-0.06737
1321,-0.06846
1322,-0.07022
1323,-0.06624
1324,-0.05841
1325,-0.05213
1326,-0.04881
1327,-0.05591
1328,-0.04562
1329,-0.05086
1330,-0.09116
1331,-0.38641
1332,-0.76982
1333,-1.031
1334,-1.2256
1335,-1.2331
1336,-1.2368
1337,-1.3359
1338,-1.4566
1339,-1.4261
1340,-1.2834
1341,-0.99446
1342,-0.54079
1343,-0.3166
1344,-0.23339
1345,-0.19871
1346,-0.17964
1347,-0.16166
1348,-0.14629
1349,-0.18405
1350,-0.36103
1351,-0.51978
1352,-0.54842
1353,-0.5426
1354,-0.50193
1355,-0.47199
1356,-0.4987
1357,-0.50152
1358,-0.4746
1359,-0.45544
1360,-0.42855
1361,-0.37987
1362,-0.33737
1363,-0.30773
1364,-0.27317
1365,-0.25275
1366,-0.23399
1367,-0.21709
1368,-0.20175
1369,-0.18954
1370,-0.17574
1371,-0.16774
1372,-0.16173
1373,-0.15503
1374,-0.15073
1375,-0.13741
1376,-0.13973
1377,-0.13312
1378,-0.131
1379,-0.13372
1380,-0.14114
1381,-0.13339
1382,-0.134
1383,-0.13381
1384,-0.12811
1385,-0.13832
1386,-0.13793
1387,-0.14531
1388,-0.14363
1389,-0.14836
1390,-0.14955
1391,-0.15664
1392,-0.14644
1393,-0.14211
1394,-0.14053
1395,-0.13094
1396,-0.12744
1397,-0.13463
1398,-0.13157
1399,-0.13154
1400,-0.13031
1401,-0.13435
1402,-0.13354
1403,-0.13973
1404,-0.14035
1405,-0.14755
1406,-0.15308
1407,-0.15854
1408,-0.15689
1409,-0.16588
1410,-0.17127
1411,-0.1708
1412,-0.16495
1413,-0.17134
1414,-0.17096
1415,-0.16573
1416,-0.16149
1417,-0.15346
1418,-0.1594
1419,-0.15276
1420,-0.14843
1421,-0.14715
1422,-0.14833
1423,-0.14552
1424,-0.139
1425,-0.13797
1426,-0.15117
1427,-0.15428
1428,-0.15527
1429,-0.15293
1430,-0.15474
1431,-0.15958
1432,-0.1626
1433,-0.16935
1434,-0.17017
1435,-0.17325
1436,-0.17004
1437,-0.1717
1438,-0.16825
1439,-0.17323
1440,-0.17435
1441,-0.17772
1442,-0.16658
1443,-0.16639
1444,-0.15657
1445,-0.15162
1446,-0.14824
1447,-0.14337
1448,-0.14315
1449,-0.13998
1450,-0.1366
1451,-0.13942
1452,-0.13594
1453,-0.13405
1454,-0.12479
1455,-0.13727
1456,-0.12825
1457,-0.13611
1458,-0.13781
1459,-0.1363
1460,-0.14113
1461,-0.13056
1462,-0.14072
1463,-0.13897
1464,-0.1488
1465,-0.15143
1466,-0.15143
1467,-0.14435
1468,-0.13905
1469,-0.14936
1470,-0.13771
1471,-0.13444
1472,-0.14119
1473,-0.1368
1474,-0.14456
1475,-0.14612
1476,-0.15223
1477,-0.1553
1478,-0.15858
1479,-0.15867
1480,-0.16019
1481,-0.15876
1482,-0.16352
1483,-0.16495
1484,-0.16664
1485,-0.16381
1486,-0.16634
1487,-0.1717
1488,-0.18186
1489,-0.17951
1490,-0.17848
1491,-0.17803
1492,-0.16833
1493,-0.17011
1494,-0.15931
1495,-0.16037
1496,-0.16106
1497,-0.15358
1498,-0.14987
1499,-0.15988
1500,-0.16049
1501,-0.15582
1502,-0.15698
1503,-0.15695
1504,-0.15951
1505,-0.15967
1506,-0.15962
1507,-0.1613
1508,-0.15471
1509,-0.16347
1510,-0.16711
1511,-0.16411
1512,-0.16803
1513,-0.16538
1514,-0.16037
1515,-0.15852
1516,-0.1568
1517,-0.15301
1518,-0.15329
1519,-0.1463
1520,-0.14214
1521,-0.14698
1522,-0.1486
1523,-0.14393
1524,-0.14565
1525,-0.1439
1526,-0.14411
1527,-0.14438
1528,-0.14921
1529,-0.15363
1530,-0.16016
1531,-0.16739
1532,-0.16606
1533,-0.16322
1534,-0.16226
1535,-0.16693
1536,-0.18478
1537,-0.18639
1538,-0.18059
1539,-0.18215
1540,-0.18492
1541,-0.18165
1542,-0.18119
1543,-0.17419
1544,-0.16908
1545,-0.17175
1546,-0.16425
1547,-0.17327
1548,-0.16921
1549,-0.15992
1550,-0.17031
1551,-0.16775
1552,-0.16737
1553,-0.1676
1554,-0.16781
1555,-0.17079
1556,-0.17069
1557,-0.16528
1558,-0.16756
1559,-0.16499
1560,-0.16528
1561,-0.15772
1562,-0.15457
1563,-0.15442
1564,-0.14774
1565,-0.15053
1566,-0.15337
1567,-0.14791
1568,-0.14232
1569,-0.1459
1570,-0.15084
1571,-0.15126
1572,-0.1489
1573,-0.14906
1574,-0.15586
1575,-0.15329
1576,-0.15866
1577,-0.16016
1578,-0.16827
1579,-0.16704
1580,-0.17189
1581,-0.18065
1582,-0.18682
1583,-0.18774
1584,-0.18242
1585,-0.19045
1586,-0.18595
1587,-0.17947
1588,-0.17039
1589,-0.17098
1590,-0.17146
1591,-0.16354
1592,-0.17351
1593,-0.17731
1594,-0.17293
1595,-0.18931
1596,-0.19055
1597,-0.20068
1598,-0.20778
1599,-0.20528
1600,-0.20925
1601,-0.21022
1602,-0.22178
1603,-0.22521
1604,-0.22129
1605,-0.22538
1606,-0.22892
1607,-0.22393
1608,-0.22786
1609,-0.21878
1610,-0.21453
1611,-0.20626
1612,-0.20812
1613,-0.20774
1614,-0.20121
1615,-0.19785
1616,-0.19774
1617,-0.19524
1618,-0.18987
1619,-0.18817
1620,-0.18448
1621,-0.17812
1622,-0.17901
1623,-0.18316
1624,-0.18106
1625,-0.18072
1626,-0.17393
1627,-0.16706
1628,-0.16835
1629,-0.17509
1630,-0.17232
1631,-0.16855
1632,-0.16259
1633,-0.1632
1634,-0.16649
1635,-0.16311
1636,-0.17193
1637,-0.17494
1638,-0.18235
1639,-0.18876
1640,-0.19161
1641,-0.1893
1642,-0.18733
1643,-0.18852
1644,-0.19089
1645,-0.19007
1646,-0.19569
1647,-0.19862
1648,-0.1959
1649,-0.20895
1650,-0.20486
1651,-0.21606
1652,-0.22415
1653,-0.22839
1654,-0.22045
1655,-0.22629
1656,-0.22755
1657,-0.23177
1658,-0.22911
1659,-0.23006
1660,-0.22935
1661,-0.23184
1662,-0.22504
1663,-0.23404
1664,-0.22687
1665,-0.23246
1666,-0.22538
1667,-0.22998
1668,-0.23185
1669,-0.22278
1670,-0.22275
1671,-0.22943
1672,-0.23274
1673,-0.2299
1674,-0.23015
1675,-0.21937
1676,-0.23068
1677,-0.22462
1678,-0.22183
1679,-0.22394
1680,-0.22292
1681,-0.22492
1682,-0.22534
1683,-0.23013
1684,-0.22832
1685,-0.22637
1686,-0.2248
1687,-0.22309
1688,-0.21987
1689,-0.21491
1690,-0.21501
1691,-0.21336
1692,-0.21822
1693,-0.21833
1694,-0.21205
1695,-0.21047
1696,-0.22352
1697,-0.22804
1698,-0.22919
1699,-0.22274
1700,-0.22317
1701,-0.21573
1702,-0.21798
1703,-0.22513
1704,-0.22913
1705,-0.22596
1706,-0.22923
1707,-0.22669
1708,-0.22936
1709,-0.22691
1710,-0.22939
1711,-0.23322
1712,-0.23767
1713,-0.24694
1714,-0.24759
1715,-0.2491
1716,-0.25342
1717,-0.25629
1718,-0.26273
1719,-0.25769
1720,-0.2613
1721,-0.26503
1722,-0.27318
1723,-0.28759
1724,-0.28952
1725,-0.2901
1726,-0.28678
1727,-0.28753
1728,-0.28525
1729,-0.29205
1730,-0.28532
1731,-0.28285
1732,-0.28154
1733,-0.27637
1734,-0.26517
1735,-0.26908
1736,-0.26273
1737,-0.25915
1738,-0.25964
1739,-0.25138
1740,-0.24136
1741,-0.24353
1742,-0.24632
1743,-0.24082
1744,-0.24159
1745,-0.23465
1746,-0.23747
1747,-0.23205
1748,-0.23755
1749,-0.24345
1750,-0.23247
1751,-0.22135
1752,-0.22036
1753,-0.23187
1754,-0.22069
1755,-0.2359
1756,-0.22997
1757,-0.231
1758,-0.23084
1759,-0.23321
1760,-0.2298
1761,-0.2275
1762,-0.22574
1763,-0.2323
1764,-0.23055
1765,-0.22615
1766,-0.22337
1767,-0.22772
1768,-0.22775
1769,-0.2399
1770,-0.24636
1771,-0.24849
1772,-0.24284
1773,-0.2382
1774,-0.23026
1775,-0.22275
1776,-0.22066
1777,-0.23128
1778,-0.24539
1779,-0.25316
1780,-0.26174
1781,-0.26782
1782,-0.28148
1783,-0.28842
1784,-0.29608
1785,-0.30007
1786,-0.29678
1787,-0.28324
1788,-0.28074
1789,-0.29373
1790,-0.30105
1791,-0.30774
1792,-0.31393
1793,-0.3166
1794,-0.32424
1795,-0.31733
1796,-0.32046
1797,-0.32804
1798,-0.32331
1799,-0.33562
1800,-0.33298
1801,-0.33242
1802,-0.34232
1803,-0.33747
1804,-0.33222
1805,-0.33924
1806,-0.33493
1807,-0.33649
1808,-0.31658
1809,-0.31521
1810,-0.30322
1811,-0.30449
1812,-0.30053
1813,-0.3
1814,-0.29662
1815,-0.30829
1816,-0.30722
1817,-0.29985
1818,-0.29755
1819,-0.30606
1820,-0.32032
1821,-0.31076
1822,-0.30539
1823,-0.3018
1824,-0.30528
1825,-0.305
1826,-0.31797
1827,-0.32216
1828,-0.32574
1829,-0.33898
1830,-0.34496
1831,-0.35153
1832,-0.359
1833,-0.36708
1834,-0.36571
1835,-0.3612
1836,-0.36054
1837,-0.37239
